Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,Column1,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,INCOME,EMAIL,MRN
21346,11/29/39,11/19/18,999-54-4677,S99911931,X803903X,Mr.,Leland,0,Senger,0,0,D,white,nonhispanic,M,Waddington  New York  US,"c/o Emergency Mail Program
42282 Garcia Springs Apt. 535",New York,New York,New York County,36005,10464,114779,zFklreCUdh@gmail.com,999-54-4677
21347,6/1/88,11/19/18,615-66-9652,S99911931,X803903X,Mr.,Leland,0,Senger,0,0,D,white,nonhispanic,M,Waddington  New York  US,"USPS Store
731 Mary Court Suite 651",New York,New York,New York County,36005,10464,114779,zFklreCUdh@gmail.com,999-54-4677
21348,8/10/69,0,399-17-4135,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21349,1/29/80,0,853-73-5688,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"c/o Emergency Mail Program
2326 Holmes Street",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21350,6/26/55,0,999-65-2011,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,PO BOX 857,New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21351,8/2/82,0,264-70-2108,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,PO BOX 5468,New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21352,6/1/88,0,615-66-9652,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"USPS Store
173 John Streets Suite 940",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21353,6/26/55,0,999-65-2011,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21354,6/26/55,0,999-65-2011,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"Mack, Alexander and Parks
045 Harris Trace Apt. 423",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21355,6/26/55,0,999-65-2011,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"USPS Store
9000 Kenneth Knoll  Suite 909",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21356,6/26/55,0,999-65-2011,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"c/o Emergency Mail Program
404 Martinez Road",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21357,10/25/85,0,886-76-1180,S99938444,X72930146X,Mr.,Norbert,0,Prosacco,0,0,M,black,nonhispanic,M,New York  New York  US,"Stephens-Moore
4155 Miller Parks",New York,New York,New York County,36061,10154,61663,ZNwuNdwPOE@yahoo.com,999-65-2011
21358,9/9/27,8/17/83,999-52-2912,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"c/o Emergency Mail Program
31202 Andrea Garden",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21359,9/9/27,8/17/83,999-52-2912,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,PO BOX 6672,New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21360,9/9/27,8/17/83,999-52-2912,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,GENERAL DELIVERY,New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21361,10/25/85,8/17/83,886-76-1180,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"Bailey, Parker and Schwartz
4371 Nathan Causeway",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21362,1/29/80,8/17/83,853-73-5688,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"c/o Emergency Mail Program
038 Bob Mills Suite 134",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21363,8/2/82,8/17/83,264-70-2108,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,PO BOX 27,New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21364,9/9/27,8/17/83,999-52-2912,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"USPS Store
002 Wood Lakes Suite 540",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21365,9/9/27,8/17/83,999-52-2912,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"Young, Cox and Skinner
76385 Jessica Mountains",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21366,6/1/88,8/17/83,615-66-9652,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,"USPS Store
3372 Thornton Radial  Suite 639",New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21367,8/10/69,8/17/83,399-17-4135,S99928448,X42508997X,Mr.,Sergio,Diego,Guillen,0,0,W,white,hispanic,M,Havana  Havana  CU,GENERAL DELIVERY,New York,New York,New York County,36061,10035,1875,IyGohLPaBn@hotmail.com,999-52-2912
21368,6/1/88,0,615-66-9652,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"USPS Store
44005 Shaw View Suite 915",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21369,1/29/80,0,853-73-5688,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"c/o Emergency Mail Program
60093 Frederick Route Suite 246",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21370,9/15/76,0,999-44-6955,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"Morales, Duncan and Stone
94828 Joseph Forge",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21371,10/25/85,0,886-76-1180,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"Porter, Cooley and Foley
92103 Vaughan Mountain Apt. 097",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21372,8/10/69,0,399-17-4135,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,GENERAL DELIVERY,New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21373,9/15/76,0,999-44-6955,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"USPS Store
5755 Marsh Stream Suite 311",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21374,9/15/76,0,999-44-6955,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,GENERAL DELIVERY,New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21375,9/15/76,0,999-44-6955,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,PO BOX 9190,New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21376,8/2/82,0,264-70-2108,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,PO BOX 2068,New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21377,9/15/76,0,999-44-6955,S99924002,X15839X,Mrs.,Cathryn,Frederica,Stokes,0,Pouros,M,white,nonhispanic,F,Big Flats  New York  US,"c/o Emergency Mail Program
729 Kenneth Passage",New York,New York,New York County,36081,11378,4908,VoZWElamDg@gmail.com,999-44-6955
21378,6/1/88,0,615-66-9652,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"USPS Store
89337 Theresa Island  Suite 544",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21379,7/4/61,0,999-12-1465,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"Callahan Ltd
151 Roberts Dale Suite 689",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21380,7/4/61,0,999-12-1465,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21381,1/29/80,0,853-73-5688,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"c/o Emergency Mail Program
542 Ferguson Mission Suite 663",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21382,8/2/82,0,264-70-2108,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,PO BOX 1671,New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21383,7/4/61,0,999-12-1465,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,PO BOX 850,New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21384,10/25/85,0,886-76-1180,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"Jones-Chandler
553 Joseph Locks Apt. 103",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21385,8/10/69,0,399-17-4135,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21386,7/4/61,0,999-12-1465,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"USPS Store
599 Johnson Courts  Suite 451",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21387,7/4/61,0,999-12-1465,S99951180,X24429230X,Mrs.,Misty,Chun,Schmidt,0,McCullough,M,white,nonhispanic,F,New York  New York  US,"c/o Emergency Mail Program
419 Gaines Land",New York,New York,New York County,36005,10466,753465,xlFviliros@gmail.com,999-12-1465
21388,9/17/60,0,999-43-9684,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21389,10/25/85,0,886-76-1180,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"Wallace, Gonzales and Marsh
576 Bryan Pike",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21390,9/17/60,0,999-43-9684,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,PO BOX 4385,New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21391,9/17/60,0,999-43-9684,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"c/o Emergency Mail Program
942 Robert Mill",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21392,9/17/60,0,999-43-9684,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"USPS Store
0926 Ashley Court Suite 121",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21393,1/29/80,0,853-73-5688,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"c/o Emergency Mail Program
385 Katie Pines Suite 511",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21394,6/1/88,0,615-66-9652,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"USPS Store
52328 Taylor Way Suite 723",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21395,9/17/60,0,999-43-9684,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,"Burke LLC
2131 Jesus Lodge",New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21396,8/2/82,0,264-70-2108,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,PO BOX 4016,New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21397,8/10/69,0,399-17-4135,S99957893,X67916455X,Mr.,Scot,0,Bosco,0,0,D,asian,nonhispanic,M,Carmel  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11237,86396,OQHZLjEOag@yahoo.com,999-43-9684
21398,8/2/82,1/22/75,264-70-2108,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,PO BOX 108,New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21399,1/29/80,1/22/75,853-73-5688,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"c/o Emergency Mail Program
52807 Fisher Mall",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21400,4/24/28,1/22/75,999-25-3272,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21401,6/1/88,1/22/75,615-66-9652,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"USPS Store
791 Butler Stravenue Suite 887",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21402,4/24/28,1/22/75,999-25-3272,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,PO BOX 9213,New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21403,10/25/85,1/22/75,886-76-1180,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"Hicks, Williams and Sloan
2212 Cameron Island Suite 652",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21404,4/24/28,1/22/75,999-25-3272,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"c/o Emergency Mail Program
49793 John Trace",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21405,4/24/28,1/22/75,999-25-3272,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"Haas-Williams
6724 Stevens Route",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21406,8/10/69,1/22/75,399-17-4135,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21407,4/24/28,1/22/75,999-25-3272,S99951152,X36697039X,Mr.,Harrison,Jamal,Veum,0,0,M,white,nonhispanic,M,New York  New York  US,"USPS Store
2076 Flynn Land Suite 137",New York,New York,New York County,36047,11225,184147,rEVFqcalqP@yahoo.com,999-25-3272
21408,6/15/85,0,999-88-7691,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,PO BOX 1428,New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21409,8/10/69,0,399-17-4135,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21410,1/29/80,0,853-73-5688,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"c/o Emergency Mail Program
7223 Williams Fords Apt. 125",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21411,8/2/82,0,264-70-2108,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,PO BOX 2683,New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21412,10/25/85,0,886-76-1180,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"Torres-Smith
0357 Isabella Circle Suite 023",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21413,6/1/88,0,615-66-9652,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"USPS Store
57347 Isaiah Prairie Suite 754",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21414,6/15/85,0,999-88-7691,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"c/o Emergency Mail Program
42781 Steven Trace Apt. 751",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21415,6/15/85,0,999-88-7691,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"Thomas Inc
57381 Cynthia Plains Suite 840",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21416,6/15/85,0,999-88-7691,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,GENERAL DELIVERY,New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
21417,6/15/85,0,999-88-7691,S99911270,X36730967X,Mrs.,Mika,Kacey,Johnston,0,Mayer,M,black,nonhispanic,F,Cheektowaga  New York  US,"USPS Store
398 Vargas Park  Suite 398",New York,New York,New York County,36047,11235,61863,rtQerRfZCE@gmail.com,999-88-7691
